data
#design #painting 0.1
#nature #fitness 0.05660377358490566
#artist #painting 0.1
#homemade #foodporn 0.09090909090909091
#healthy #diet 0.09090909090909091
#healthy #gym 0.09523809523809523
#healthy #exercise 0.1
#food #fitness 0.07547169811320754
#food #diet 0.09090909090909091
#food #foodporn 0.09090909090909091
#gym #diet 0.09090909090909091
#fitness #diet 0.09090909090909091
